run_id,device_id,payload_number,message_id,send_timestamp_ns,publish_status,publish_rc,topic,raw_payload
RUN_20260707_190156_10PPV,002,1,RUN_20260707_190156_10PPV-002-1,1783425716384760700,SUCCESS,0,sipk/device1/data,"002,75.16,26.26,79.27,41.21,4.54,2.45,27.12,3.562164,98.557012,54.26,1.62,6.42,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-1,1783425716384760700"
RUN_20260707_190156_10PPV,002,2,RUN_20260707_190156_10PPV-002-2,1783425716442822600,SUCCESS,0,sipk/device1/data,"002,86.92,30.55,86.99,79.89,8.76,3.01,10.8,3.673794,98.659346,69.01,3.32,26.3,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-2,1783425716442822600"
RUN_20260707_190156_10PPV,002,3,RUN_20260707_190156_10PPV-002-3,1783425716499711600,SUCCESS,0,sipk/device1/data,"002,89.47,30.11,86.2,64.29,4.46,0.27,11.31,3.579821,98.613514,31.0,1.26,28.77,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-3,1783425716499711600"
RUN_20260707_190156_10PPV,002,4,RUN_20260707_190156_10PPV-002-4,1783425716556032400,SUCCESS,0,sipk/device1/data,"002,72.71,34.12,93.42,67.93,7.42,2.69,27.85,3.539668,98.503649,44.58,0.6,2.75,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-4,1783425716556032400"
RUN_20260707_190156_10PPV,002,5,RUN_20260707_190156_10PPV-002-5,1783425716612815400,SUCCESS,0,sipk/device1/data,"002,81.63,30.67,87.21,37.07,6.82,2.19,22.81,3.58754,98.693353,5.06,2.9,10.47,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-5,1783425716612815400"
RUN_20260707_190156_10PPV,002,6,RUN_20260707_190156_10PPV-002-6,1783425716670972100,SUCCESS,0,sipk/device1/data,"002,80.77,31.29,88.32,21.04,7.94,3.67,6.28,3.561959,98.562804,15.99,2.44,9.59,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-6,1783425716670972100"
RUN_20260707_190156_10PPV,002,7,RUN_20260707_190156_10PPV-002-7,1783425716730293400,SUCCESS,0,sipk/device1/data,"002,77.75,26.43,79.57,54.44,3.49,1.61,1.51,3.53511,98.670267,10.74,4.81,28.86,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-7,1783425716730293400"
RUN_20260707_190156_10PPV,002,8,RUN_20260707_190156_10PPV-002-8,1783425716790376600,SUCCESS,0,sipk/device1/data,"002,73.48,29.09,84.36,24.55,5.12,2.45,18.57,3.58626,98.687995,13.83,4.48,9.49,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-8,1783425716790376600"
RUN_20260707_190156_10PPV,002,9,RUN_20260707_190156_10PPV-002-9,1783425716848483500,SUCCESS,0,sipk/device1/data,"002,89.6,29.38,84.88,39.43,8.4,0.87,4.96,3.576924,98.748516,73.13,1.88,18.53,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-9,1783425716848483500"
RUN_20260707_190156_10PPV,002,10,RUN_20260707_190156_10PPV-002-10,1783425716905998800,SUCCESS,0,sipk/device1/data,"002,63.25,29.87,85.77,76.36,5.11,4.87,2.69,3.640904,98.797463,31.46,1.8,26.09,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-10,1783425716905998800"
RUN_20260707_190156_10PPV,003,1,RUN_20260707_190156_10PPV-003-1,1783425716963618100,SUCCESS,0,sipk/device1/data,"003,80.31,34.95,94.91,55.63,6.26,3.04,6.86,3.623554,98.561176,4.68,3.22,19.55,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-003-1,1783425716963618100"
RUN_20260707_190156_10PPV,003,2,RUN_20260707_190156_10PPV-003-2,1783425717020943400,SUCCESS,0,sipk/device1/data,"003,73.51,33.36,92.05,39.79,6.46,4.13,15.95,3.642916,98.772072,34.79,4.03,21.17,07/07/2026,19:01:57,RUN_20260707_190156_10PPV-003-2,1783425717020943400"
RUN_20260707_190156_10PPV,003,3,RUN_20260707_190156_10PPV-003-3,1783425717077450200,SUCCESS,0,sipk/device1/data,"003,72.33,28.36,83.05,7.02,4.85,4.9,23.47,3.603105,98.502369,65.05,0.61,16.13,07/07/2026,19:01:57,RUN_20260707_190156_10PPV-003-3,1783425717077450200"
RUN_20260707_190156_10PPV,003,4,RUN_20260707_190156_10PPV-003-4,1783425717134504600,SUCCESS,0,sipk/device1/data,"003,79.39,33.08,91.54,23.75,9.31,2.31,16.5,3.608427,98.745339,58.64,4.97,19.3,07/07/2026,19:01:57,RUN_20260707_190156_10PPV-003-4,1783425717134504600"
