received_at,topic,run_id,device_id,payload_number,message_id,send_timestamp_ns,api_status,api_response,raw_payload
2026-07-07 11:58:32.282984,sipk/device1/data,RUN_20260707_185832_5PPV,002,1,RUN_20260707_185832_5PPV-002-1,1783425512213975800,200,"{""device_id"":""002"",""latency_ms"":71.030905,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-002-1"",""status"":""ok""}
","002,77.88,33.93,93.07,42.0,8.13,1.4,29.56,3.680007,98.546263,7.34,1.47,19.58,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-002-1,1783425512213975800"
2026-07-07 11:58:32.344890,sipk/device1/data,RUN_20260707_185832_5PPV,002,2,RUN_20260707_185832_5PPV-002-2,1783425512272212100,200,"{""device_id"":""002"",""latency_ms"":74.696105,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-002-2"",""status"":""ok""}
","002,61.15,26.38,79.48,57.15,3.67,4.14,29.04,3.514844,98.579188,78.81,4.05,10.87,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-002-2,1783425512272212100"
2026-07-07 11:58:32.410981,sipk/device1/data,RUN_20260707_185832_5PPV,002,3,RUN_20260707_185832_5PPV-002-3,1783425512339088200,200,"{""device_id"":""002"",""latency_ms"":74.010801,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-002-3"",""status"":""ok""}
","002,63.44,30.57,87.03,61.5,9.11,3.08,6.82,3.533424,98.525328,24.44,1.36,20.11,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-002-3,1783425512339088200"
2026-07-07 11:58:32.466908,sipk/device1/data,RUN_20260707_185832_5PPV,002,4,RUN_20260707_185832_5PPV-002-4,1783425512399492400,200,"{""device_id"":""002"",""latency_ms"":69.603424,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-002-4"",""status"":""ok""}
","002,86.93,26.76,80.17,32.92,2.18,3.84,13.27,3.503554,98.57299,73.99,3.86,23.62,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-002-4,1783425512399492400"
2026-07-07 11:58:32.523687,sipk/device1/data,RUN_20260707_185832_5PPV,002,5,RUN_20260707_185832_5PPV-002-5,1783425512455799100,200,"{""device_id"":""002"",""latency_ms"":69.994996,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-002-5"",""status"":""ok""}
","002,62.3,27.16,80.89,75.0,8.4,1.37,19.5,3.640029,98.593107,74.43,3.94,12.37,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-002-5,1783425512455799100"
2026-07-07 11:58:32.581033,sipk/device1/data,RUN_20260707_185832_5PPV,003,1,RUN_20260707_185832_5PPV-003-1,1783425512512573800,200,"{""device_id"":""003"",""latency_ms"":70.613288,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-003-1"",""status"":""ok""}
","003,74.51,25.52,77.94,71.25,1.36,2.8,25.78,3.643608,98.531488,56.14,1.97,24.99,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-003-1,1783425512512573800"
2026-07-07 11:58:32.640811,sipk/device1/data,RUN_20260707_185832_5PPV,003,2,RUN_20260707_185832_5PPV-003-2,1783425512571943100,200,"{""device_id"":""003"",""latency_ms"":70.926175,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-003-2"",""status"":""ok""}
","003,63.37,25.99,78.78,5.79,2.01,4.73,7.16,3.680584,98.74483,2.9,0.56,4.91,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-003-2,1783425512571943100"
2026-07-07 11:58:32.696854,sipk/device1/data,RUN_20260707_185832_5PPV,003,3,RUN_20260707_185832_5PPV-003-3,1783425512629367200,200,"{""device_id"":""003"",""latency_ms"":69.62158,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-003-3"",""status"":""ok""}
","003,70.67,28.74,83.73,75.47,6.42,1.35,6.71,3.660483,98.556902,45.95,4.97,27.88,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-003-3,1783425512629367200"
2026-07-07 11:58:32.754042,sipk/device1/data,RUN_20260707_185832_5PPV,003,4,RUN_20260707_185832_5PPV-003-4,1783425512686467900,200,"{""device_id"":""003"",""latency_ms"":69.549711,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-003-4"",""status"":""ok""}
","003,64.58,33.91,93.04,62.29,9.31,4.43,7.73,3.546444,98.795932,65.89,2.69,24.54,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-003-4,1783425512686467900"
2026-07-07 11:58:32.810733,sipk/device1/data,RUN_20260707_185832_5PPV,003,5,RUN_20260707_185832_5PPV-003-5,1783425512743141500,200,"{""device_id"":""003"",""latency_ms"":69.711652,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-003-5"",""status"":""ok""}
","003,66.94,26.39,79.5,47.33,0.68,1.4,12.85,3.576309,98.590851,38.93,3.26,24.71,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-003-5,1783425512743141500"
2026-07-07 11:58:32.867276,sipk/device1/data,RUN_20260707_185832_5PPV,004,1,RUN_20260707_185832_5PPV-004-1,1783425512799562700,200,"{""device_id"":""004"",""latency_ms"":69.950349,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-004-1"",""status"":""ok""}
","004,82.67,25.33,77.59,63.99,5.92,4.87,14.23,3.579362,98.772786,21.73,4.04,16.02,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-004-1,1783425512799562700"
2026-07-07 11:58:32.924424,sipk/device1/data,RUN_20260707_185832_5PPV,004,2,RUN_20260707_185832_5PPV-004-2,1783425512856591000,200,"{""device_id"":""004"",""latency_ms"":69.864965,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-004-2"",""status"":""ok""}
","004,80.31,31.01,87.82,64.02,9.34,0.15,3.11,3.656882,98.53931,32.52,1.38,11.47,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-004-2,1783425512856591000"
2026-07-07 11:58:32.984597,sipk/device1/data,RUN_20260707_185832_5PPV,004,3,RUN_20260707_185832_5PPV-004-3,1783425512916970700,200,"{""device_id"":""004"",""latency_ms"":69.70592,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-004-3"",""status"":""ok""}
","004,88.4,34.21,93.58,32.31,1.51,4.72,14.31,3.570819,98.719833,46.65,4.88,5.25,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-004-3,1783425512916970700"
2026-07-07 11:58:33.042416,sipk/device1/data,RUN_20260707_185832_5PPV,004,4,RUN_20260707_185832_5PPV-004-4,1783425512974297400,200,"{""device_id"":""004"",""latency_ms"":70.259283,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-004-4"",""status"":""ok""}
","004,76.02,30.22,86.4,64.37,3.2,3.89,27.85,3.534979,98.691157,37.63,3.53,19.81,07/07/2026,18:58:32,RUN_20260707_185832_5PPV-004-4,1783425512974297400"
2026-07-07 11:58:33.099589,sipk/device1/data,RUN_20260707_185832_5PPV,004,5,RUN_20260707_185832_5PPV-004-5,1783425513031533300,200,"{""device_id"":""004"",""latency_ms"":70.269462,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-004-5"",""status"":""ok""}
","004,77.45,31.21,88.18,63.48,2.72,3.47,9.28,3.613129,98.607648,1.21,1.59,15.81,07/07/2026,18:58:33,RUN_20260707_185832_5PPV-004-5,1783425513031533300"
2026-07-07 11:58:33.157205,sipk/device1/data,RUN_20260707_185832_5PPV,005,1,RUN_20260707_185832_5PPV-005-1,1783425513089455300,200,"{""device_id"":""005"",""latency_ms"":69.730271,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-005-1"",""status"":""ok""}
","005,61.14,32.41,90.34,70.93,5.58,1.3,19.62,3.55868,98.7191,60.79,3.94,29.2,07/07/2026,18:58:33,RUN_20260707_185832_5PPV-005-1,1783425513089455300"
2026-07-07 11:58:33.214041,sipk/device1/data,RUN_20260707_185832_5PPV,005,2,RUN_20260707_185832_5PPV-005-2,1783425513146517300,200,"{""device_id"":""005"",""latency_ms"":69.520183,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_185832_5PPV-005-2"",""status"":""ok""}
","005,88.36,25.26,77.47,8.93,9.2,2.54,9.01,3.579952,98.790504,72.25,3.38,19.51,07/07/2026,18:58:33,RUN_20260707_185832_5PPV-005-2,1783425513146517300"
