received_at,topic,run_id,device_id,payload_number,message_id,send_timestamp_ns,api_status,api_response,raw_payload
2026-07-07 12:01:56.453411,sipk/device1/data,RUN_20260707_190156_10PPV,002,1,RUN_20260707_190156_10PPV-002-1,1783425716384760700,200,"{""device_id"":""002"",""latency_ms"":70.700175,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-1"",""status"":""ok""}
","002,75.16,26.26,79.27,41.21,4.54,2.45,27.12,3.562164,98.557012,54.26,1.62,6.42,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-1,1783425716384760700"
2026-07-07 12:01:56.511329,sipk/device1/data,RUN_20260707_190156_10PPV,002,2,RUN_20260707_190156_10PPV-002-2,1783425716442822600,200,"{""device_id"":""002"",""latency_ms"":70.733997,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-2"",""status"":""ok""}
","002,86.92,30.55,86.99,79.89,8.76,3.01,10.8,3.673794,98.659346,69.01,3.32,26.3,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-2,1783425716442822600"
2026-07-07 12:01:56.568020,sipk/device1/data,RUN_20260707_190156_10PPV,002,3,RUN_20260707_190156_10PPV-002-3,1783425716499711600,200,"{""device_id"":""002"",""latency_ms"":71.014163,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-3"",""status"":""ok""}
","002,89.47,30.11,86.2,64.29,4.46,0.27,11.31,3.579821,98.613514,31.0,1.26,28.77,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-3,1783425716499711600"
2026-07-07 12:01:56.624460,sipk/device1/data,RUN_20260707_190156_10PPV,002,4,RUN_20260707_190156_10PPV-002-4,1783425716556032400,200,"{""device_id"":""002"",""latency_ms"":70.455012,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-4"",""status"":""ok""}
","002,72.71,34.12,93.42,67.93,7.42,2.69,27.85,3.539668,98.503649,44.58,0.6,2.75,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-4,1783425716556032400"
2026-07-07 12:01:56.682224,sipk/device1/data,RUN_20260707_190156_10PPV,002,5,RUN_20260707_190156_10PPV-002-5,1783425716612815400,200,"{""device_id"":""002"",""latency_ms"":71.562563,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-5"",""status"":""ok""}
","002,81.63,30.67,87.21,37.07,6.82,2.19,22.81,3.58754,98.693353,5.06,2.9,10.47,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-5,1783425716612815400"
2026-07-07 12:01:56.739760,sipk/device1/data,RUN_20260707_190156_10PPV,002,6,RUN_20260707_190156_10PPV-002-6,1783425716670972100,200,"{""device_id"":""002"",""latency_ms"":71.175316,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-6"",""status"":""ok""}
","002,80.77,31.29,88.32,21.04,7.94,3.67,6.28,3.561959,98.562804,15.99,2.44,9.59,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-6,1783425716670972100"
2026-07-07 12:01:56.799298,sipk/device1/data,RUN_20260707_190156_10PPV,002,7,RUN_20260707_190156_10PPV-002-7,1783425716730293400,200,"{""device_id"":""002"",""latency_ms"":71.240772,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-7"",""status"":""ok""}
","002,77.75,26.43,79.57,54.44,3.49,1.61,1.51,3.53511,98.670267,10.74,4.81,28.86,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-7,1783425716730293400"
2026-07-07 12:01:56.858761,sipk/device1/data,RUN_20260707_190156_10PPV,002,8,RUN_20260707_190156_10PPV-002-8,1783425716790376600,200,"{""device_id"":""002"",""latency_ms"":70.486559,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-8"",""status"":""ok""}
","002,73.48,29.09,84.36,24.55,5.12,2.45,18.57,3.58626,98.687995,13.83,4.48,9.49,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-8,1783425716790376600"
2026-07-07 12:01:56.917437,sipk/device1/data,RUN_20260707_190156_10PPV,002,9,RUN_20260707_190156_10PPV-002-9,1783425716848483500,200,"{""device_id"":""002"",""latency_ms"":71.071533,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-9"",""status"":""ok""}
","002,89.6,29.38,84.88,39.43,8.4,0.87,4.96,3.576924,98.748516,73.13,1.88,18.53,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-9,1783425716848483500"
2026-07-07 12:01:56.974642,sipk/device1/data,RUN_20260707_190156_10PPV,002,10,RUN_20260707_190156_10PPV-002-10,1783425716905998800,200,"{""device_id"":""002"",""latency_ms"":70.866969,""message"":""Data diterima dan disimpan ke database VPS 2"",""message_id"":""RUN_20260707_190156_10PPV-002-10"",""status"":""ok""}
","002,63.25,29.87,85.77,76.36,5.11,4.87,2.69,3.640904,98.797463,31.46,1.8,26.09,07/07/2026,19:01:56,RUN_20260707_190156_10PPV-002-10,1783425716905998800"
